Textos_espanol,sdg
"¿Por mayoria paises africanos estan mal dirigidos? Este articulo aborda cuestion perspectiva economia politica, considerando lideres individuos responden racionalmente incentivos creados entorno. Critico nivel riesgo, puede alentar lideres seguir politicas economicamente destructivas corto plazo. Usando nueva base datos transiciones liderazgo nacional Africa 1960, articulo demuestra riesgos ocupar cargos publicos altos region. Tambien encuentra paises africanos lideres enfrentan menos riesgos tienden tener regimenes economicos mas abiertos niveles mas bajos corrupcion politica percibida, predice teoria economia politica. Debido hace entorno politico menos peligroso, democratizacion region ofrece cierta esperanza alentar lideres gobernar miras resultados mas largo plazo. Copyright © 2001 John Wiley & Sons, Ltd.",16
"En organizaciones mas grandes, responsabilidad departamental costos energia puede ser importante. Por ejemplo, si departamentos responsables propios costos energia, benefician directamente ahorros proyectos inversion medidas limpieza. Pero si ahorros costos van empresa conjunto, incentivo departamental diluye (incentivos divididos).",16
"Este articulo examina formas civilizacion islamica enfrentado desafios moderna globalizacion. La expansion Islam historia mundial si misma proceso global proto-global propia dinamica interna distintiva. El principal desafio islam moderno, proveniente cultura politica global forma constitucionalismo democratizacion derechos humanos, puesto marcha encuentro civilizacional alterado significativamente dinamica politico-religiosa mundo islamico premoderno proto-global. patron. La mezcla procesos civilizaciones intracivilizaciones rastrea respecto subversion constitucionalismo ideologia periodo 1945 1989, lenta recuperacion derecho 1989. Se utiliza mismo marco analisis civilizaciones. comprender fundamentalismo islamico desarrollos defensivos contra-globales Islam contemporaneo.",7
"Un metanalisis gran cantidad modelos climaticos arrojo estimacion media USD 129 tC02 2025. Una vez mas, cifras resultantes modelos arriba hacia abajo alto nivel deben tomarse mucha precaucion. Digamos simplemente orden magnitud comparable estimaciones costes sociales carbono, respalda objetivo 2 °C. El precio apropiado emisiones C02 debe abrir brecha costos generacion energia basada combustibles fosiles generacion tecnologias bajas carbono energia nuclear, hidroelectrica renovables.",7
"Cabe senalar analisis recientes confirman desafios limitan paises desarrollo: paises OCDE enfrentan problemas similares (aunque diferentes), respuestas eficientes requieren, cosas, servicios relacionados agua fijen manera contribuyan gama objetivos ambientales, sociales, economicos financieros. Algunas regiones, partes sur Asia, Australia, Africa Medio Oriente, sufren escasez fisica real agua. Las areas secas pueden tener escasez agua si uso mantiene dentro limites disponibilidad local. Por contrario, areas “humedas” pueden sufrir estres si uso acerca limites disponibilidad.",16
"¿Por politicas proposito declarado proteger seguridad nacional menudo dirigen exclusivamente ciudadanos amenazas seguridad? Este articulo examina ideas prevalecientes seguridad ciudadania impactan derechos ciudadanos traves analisis procedimiento certificado seguridad canadiense decision Corte Suprema Charkaoui. Una comprension multidimensional ciudadania apatridia muestra certificados seguridad detenidos comparten vulnerabilidades complejas siguen reconocerse Charkaoui. En cambio, Charkaoui reitera explota falta derechos detenidos colocandolos sociedad canadiense invistiendolos agencia ficticia elegir detencion deportacion.",7
Introduccion: Estudios juridicos transnacionalizacion - Una decada derecho aleman Revista Teorizando derecho transnacional Derecho comparado - La apertura derecho publico aleman Derecho comparado - El derecho privado aleman mundo Derecho internacional guerra fronteras Derecho constitucional europeo,16
"La urbanizacion aumento demanda agua refuerzan necesidad recolectar tratar efluentes aguas residuales. Lo mismo aplica industrias y, manera similar, agricultura. Con fin, OCDE (2017) recomienda gobiernos combinen instrumentos regulatorios, basados ​​en informacion economicos proporcionar incentivos continuos usuarios agua contaminadores reduzcan presion cuantitativa cualitativa recursos hidricos.",7
"El analista noticias radio William S. Gailmor incluido lista negra fines decada 1940 presentar perspectiva ""frente popular"" aire. El frente popular, movimiento socialdemocrata masivo decadas 1930 1940, alcanzo apogeo despues Segunda Guerra Mundial, abrazando causas antifascismo, derechos laborales, derechos civiles, libertades civiles, democracia economica reforma medios. Desde noviembre 1950 noviembre 1952, Gailmor volvio periodismo escribio columna regular temas ""bienestar humano"" tabloide Nueva York Daily Compass. Examinar columnas Gailmor, especialmente aquellas destacan tension necesidades humanas demandas seguridad nacional, revela minoria periodistas frente popular continuo desafiando narrativa predominante Guerra Fria, incluso apogeo Terror Rojo.",16
"La practica trabajo social sigue preocupada abusos generalizados derechos humanos exclusion voces ninos intervencion legal. Como estipula Convencion Naciones Unidas Derechos Nino (1994), confirmada Carta Africana Derechos Bienestar Nino (1999) Ley Infancia (Seccion 10, 38 2005), Es suma importancia nino, incluye adolescente, debe experimentar libertad expresion, asi derecho ser oido procesos legales. Sin embargo, argumenta pesar enfoque nacional internacional importancia participacion infantil, pregunta sigue siendo si ninos entienden reciben oportunidad participar practica. Este articulo reflexiona comprension experiencias adolescentes derecho participar intervencion estatutaria.",16
"¿Que sectores cubren (por ejemplo, generacion electricidad, produccion calor, combustibles transporte)? Este ultimo debe establecerse cuenta cuidadosamente cualquier posible superposicion interaccion conflictiva incentivos economicos financieros desarrollo energia limpia. De hecho, analisis reciente uso cuotas negociables reduccion carbono despliegue energias renovables parece mostrar politicas apoyo energias renovables resultan automaticamente mejor desempeno frente objetivos reduccion carbono si existe esquema comercio emisiones eficiente vinculante.",6
"Por tanto, costo absoluto reduccion CO2 FER alrededor EUR 74/t C02 2009, mas seis veces precio carbono EU ETS. El recargo EEG represento 9,6% precio electricidad 2010. Al aumentar precios electricidad, tarifas alimentacion fomentan ahorro energia y, tanto, reduccion emisiones Alemania.",7
"Esto sera mas necesario cuanto mayor distancia separa zonas produccion consumo: ejemplo, caso energia eolica Brasil, concentra norte pais, mientras consumo concentra principalmente sur. Las estimaciones costo adicional varian US$ 2 US$ 13 MW. Ademas, necesitan US$ 1 US$ 7 MW mejorar equilibrio sistemico traves generacion flexible, almacenamiento energia redes inteligentes. Para contextualizar inversiones, cabe senalar solo 3% todas inversiones previstas transmision distribucion ahora 2035 destinaran ajustar aumento energias renovables intermitentes.",7
"Una serie acontecimientos politicos sociales Paises Bajos sugieren elaboracion perfiles etnicos discurso politico social considera tabu. Cada vez mas, perfiles etnicos perciben parte solucion “problema” terrorismo, radicalizacion, integracion, delitos violentos, disturbios publicos graves seguridad publica. Si bien legislacion reglamentos neerlandeses prohiben explicitamente elaboracion perfiles etnicos raciales, uso generalizaciones basadas origen etnico, raza, origen nacional religion parte funcionarios encargados hacer cumplir ley contrario derecho nacional internacional. No obstante, existe riesgo funcionarios policia, seguridad, inmigracion aduanas ejerzan facultades generales especiales base generalizaciones estereotipos hacer frente necesidades sociales apremiantes.",6
"Tradicionalmente, otorgarian ejecucion sentencias penales estados. Como resultado, gran deficit aplicacion recursos monetarios tipo victimas violaciones criminales derecho internacional humanitario derecho internacional derechos humanos. En ultimas decadas, cierto progreso legislacion nacional derecho tratados permitir exigir ejecucion transnacional reparaciones victimas contenidas sentencias penales extranjeras. Este articulo examina derecho tradicional, avances modernos materia recursos penales trabajo reciente Naciones Unidas materia. Incluso tendencias modernas derecho internacional jurisdiccion ejecucion penal, puede resultar sentencias civiles restitucion reparacion mas faciles obtener ejecutar sentencias penales casos, si mayoria.",16
"Se revisan disposiciones seleccionadas Ley Ginebra enfatizan trato humano detenidos conflicto armado internacional. Los caprichos legales conflicto armado internacional (CANI) consideran contexto Irak siguiendo juicio Serdar Mohammed Secretario Estado Defensa cuestiono base legal detencion CANI. Los factores umbrales presuntos delitos predominantes analizan referencia ""Elementos delito"" Corte Penal Internacional jurisprudencia internacional. El estatus incongruente complementario derecho internacional humanitario derecho internacional derechos humanos, incluida lex specialis, considera referencia jurisprudencia internacional europea. Se destaca contextualiza importancia Convencion ONU Tortura respecto legislacion nacional politica gubernamental.",16
